"Cluster","Total_Points","Centroid_Lat","Centroid_Lng","Avg_Severity","Avg_Rank","Pct_Traffic_Signal","Pct_Junction","Pct_Crossing","Pct_Station","Peak_Hour","Weekend_Prop"
539,85,28.5460089058824,-81.4116714117647,2,1,0,0,100,100,16,0
555,85,28.4510159411765,-81.4014112,2,2,0,0,100,0,16,0
121,84,28.5226854166667,-81.4147131904762,3,1,0,0,0,0,16,0
211,84,28.5424035357143,-81.4052375833333,3,1,0,0,0,0,9,100
229,84,28.5515681071429,-81.4025635357143,3,1,0,0,0,0,17,0
441,84,28.4495091071429,-81.4023276666667,2,2,0,0,0,0,15,0
516,84,28.4486051309524,-81.4024719642857,2,2,0,0,0,0,15,100
527,84,28.4424814642857,-81.4026375238095,2,2,0,0,100,0,15,0
570,84,28.4557172380952,-81.3998552619048,2,2,0,0,0,0,13,100
579,84,28.4526586041892,-81.4022818323545,2,2,0,0,0,0,15,0
609,84,28.5259221316355,-81.443414492651,2,1,0,0,0,0,0,0
619,84,28.5014960885305,-81.3999765055542,2,1,0,0,0,0,3,0
38,83,28.4285362168675,-81.4028925903614,2,2,0,0,0,0,11,0
268,83,28.5550805542169,-81.358120746988,2,1,0,0,100,100,17,0
302,83,28.513297153538,-81.400994009301,2,1,0,0,100,0,6,0
443,83,28.4634962357877,-81.4463851032118,2,1,0,0,100,0,20,100
524,83,28.5009371445783,-81.4146459638554,2,1,0,0,0,100,18,100
616,83,28.4951302341355,-81.4131114469723,2,1,0,0,0,0,23,0
72,82,28.529099097561,-81.4054395487805,3,1,0,0,0,0,17,0
453,82,28.5264987560976,-81.3960612317073,2,1,0,0,0,100,15,0
506,82,28.5557996585366,-81.3795643170732,2,1,0,0,100,100,17,0
335,81,28.5421960864198,-81.4023547901235,3,1,0,0,0,0,18,0
448,81,28.4301606790123,-81.4022510740741,2,2,0,0,0,0,12,0
544,81,28.5058455088697,-81.3992569759205,2,1,0,0,0,0,1,0
581,81,28.4494947816049,-81.4023762503704,2,2,0,0,0,0,16,0
435,80,28.4513180507176,-81.4423472996057,2,1,100,0,100,0,19,100
465,80,28.51657865,-81.3942624,2,1,0,0,0,100,17,100
604,80,28.4494439375,-81.402434725,2,2,0,0,100,0,15,0
634,80,28.434568658622,-81.4468127892539,2,1,0,0,100,0,17,0
175,79,28.5016474987334,-81.3939436678099,2,1,0,0,100,0,20,0
308,79,28.4301153417722,-81.4038897974684,2,2,0,0,0,0,11,100
583,79,28.5133668227848,-81.4075413291139,2,1,0,0,0,100,15,0
611,78,28.5045607996931,-81.3474259218216,2,1,0,0,0,0,3,0
2,77,28.5379014285714,-81.4051494415584,3,1,0,0,0,0,18,0
112,77,28.5336401688312,-81.4171296233766,3,1,0,0,0,0,16,0
621,77,28.5040960123486,-81.4288166144197,2,1,0,0,0,0,23,0
183,76,28.5340513421053,-81.3907688026316,2,1,0,0,100,0,10,0
339,76,28.521023128296,-81.4003051647641,2,1,0,0,100,0,6,0
497,76,28.4379254210526,-81.4038618289474,2,2,0,0,0,0,12,0
540,76,28.5229130056767,-81.4116512660325,2,1,0,0,100,100,17,100
559,76,28.4511322236842,-81.40044275,2,2,0,0,0,0,14,100
485,75,28.4556680933333,-81.4317538533333,2,1,0,0,100,0,21,100
113,74,28.5342208243243,-81.4060800405405,3,1,0,0,0,0,17,0
286,74,28.5283970810811,-81.4345482837838,3,1,0,0,0,0,15,0
442,73,28.5085307892645,-81.4089863237429,2,1,100,0,100,0,22,100
628,73,28.5206986138677,-81.3872560159044,2,1,0,0,0,0,2,100
234,72,28.5192738888889,-81.4111079583333,3,1,0,0,0,0,10,0
489,72,28.4962196666667,-81.4162266944444,2,1,0,0,0,100,12,100
509,72,28.5195039609223,-81.3922692607908,2,1,0,0,0,100,16,0
577,72,28.4513835972222,-81.4009245555556,2,2,0,0,100,0,17,0
612,72,28.5240638422383,-81.3855634424188,2,1,0,0,0,0,2,0
304,71,28.4337744366197,-81.4459078591549,2,1,0,0,100,0,20,0
449,71,28.5412002253521,-81.4106211126761,3,1,0,0,0,0,15,100
480,71,28.4491413943662,-81.4032635915493,2,2,0,0,100,0,17,0
614,71,28.5203540486801,-81.4191843965315,2,1,0,0,0,0,4,100
128,70,28.5691184,-81.4006991,3,1,0,0,0,0,13,0
206,70,28.5239242830209,-81.4121919808898,2,1,0,0,100,100,17,0
305,70,28.5450205571429,-81.4046556714286,3,1,0,0,0,0,6,100
600,70,28.5349687269378,-81.4191141044645,2,1,0,0,0,0,2,0
54,69,28.5396447826087,-81.3946602608696,3,1,0,0,0,0,15,0
104,69,28.4921953491285,-81.3768225308816,2,1,0,0,0,0,8,0
310,69,28.5192375058704,-81.4054549742669,2,1,100,0,100,0,21,100
360,69,28.5074858550725,-81.4209823623188,2,1,100,0,100,0,4,0
463,69,28.4972694492754,-81.4253494202898,2,1,100,0,100,0,20,100
535,69,28.4420933478261,-81.4017386231884,2,2,0,0,100,0,14,0
568,69,28.4537125217391,-81.4021547246377,2,2,0,0,0,0,18,100
593,69,28.5130165811175,-81.3700044930639,2,1,0,0,0,0,0,0
598,69,28.5043438267733,-81.3694181247524,2,1,0,0,0,0,0,0
639,69,28.4487104492754,-81.4682794927536,2,1,0,0,0,100,19,100
300,68,28.5353962205882,-81.4159548529412,3,1,0,0,0,0,17,100
357,68,28.4991243529412,-81.4391548382353,3,1,0,0,0,0,18,100
507,68,28.4343953235294,-81.4028273235294,2,2,0,0,100,0,16,0
547,68,28.5124073970588,-81.385554,2,1,0,0,0,100,15,100
571,68,28.4911795,-81.3874324852941,2,1,0,0,0,100,14,100
103,67,28.5031733019403,-81.3743303019403,2,1,100,0,100,0,13,100
333,67,28.5479758358209,-81.420185119403,3,1,0,0,0,0,14,0
361,67,28.4878076884666,-81.4156550766578,2,1,0,0,100,0,5,0
413,67,28.5112903134328,-81.3497521940298,2,1,0,0,0,100,12,0
69,66,28.5346101060606,-81.4075696818182,3,1,0,0,0,0,11,0
71,66,28.559758030303,-81.3890533939394,3,1,0,0,0,0,16,0
169,66,28.4461666818182,-81.4014511363636,2,2,0,0,100,0,17,0
221,66,28.5147798330367,-81.4226587612231,2,1,0,0,0,0,2,0
246,66,28.5278224393939,-81.411315469697,2,1,0,0,100,0,10,100
314,66,28.5337312878788,-81.4154853636364,3,1,0,0,0,0,16,0
389,66,28.4759650712199,-81.4117274485563,2,1,100,0,100,0,22,0
395,66,28.4975269465947,-81.4061017240482,2,1,100,0,100,0,17,100
433,66,28.4469696844807,-81.401693497908,2,2,0,0,0,0,14,0
440,66,28.5133534098686,-81.3763068884419,2,1,100,0,100,0,22,0
551,66,28.5213991969697,-81.3766271515152,2,1,0,0,0,100,15,0
582,66,28.4819623284368,-81.4122153503562,2,1,0,0,100,0,15,0
622,66,28.4464141212121,-81.4010412272727,2,2,0,0,100,0,14,0
627,66,28.4461123181818,-81.4552289393939,2,1,0,0,0,100,18,100
102,65,28.5303199230769,-81.4146960307692,3,1,0,0,0,0,12,100
160,65,28.5329718,-81.4008451692308,2,1,0,0,100,0,10,0
299,65,28.5046334,-81.3938753846154,2,1,0,0,100,100,16,0
459,65,28.5215606923077,-81.3867772615385,2,1,0,0,0,100,12,0
589,65,28.4359085538462,-81.4018268,2,2,0,0,0,0,18,0
603,65,28.5071640487425,-81.4113062232671,2,1,0,0,0,0,0,0
345,64,28.548502953125,-81.409588515625,3,1,0,0,0,0,15,0
446,64,28.4714098751161,-81.3925291730262,2,1,100,0,100,0,22,0
518,64,28.437436859375,-81.446813578125,2,1,0,0,100,0,22,100
605,64,28.4936062649143,-81.4244542212786,2,1,0,0,0,0,2,0
626,64,28.457486734375,-81.464883328125,2,1,0,0,0,100,21,100
17,63,28.5270794920635,-81.3759262539683,2,1,0,0,100,0,6,100
52,63,28.5435702698413,-81.4128095238095,3,1,0,0,0,0,12,0
97,63,28.539226015873,-81.4023033492063,3,1,0,0,0,0,19,100
341,63,28.5050426825397,-81.3997144603175,2,1,0,0,100,0,10,0
343,63,28.5439917301587,-81.4038904920635,3,1,0,0,0,0,15,0
365,63,28.5417093492064,-81.4084671269841,3,1,0,0,0,0,15,100
456,63,28.4825942857143,-81.4215451904762,2,1,0,0,100,0,5,100
514,63,28.4387142063492,-81.4035709523809,2,2,0,0,100,0,14,0
561,63,28.4469453809524,-81.4035795555556,2,2,0,0,0,0,18,0
580,63,28.5180415079365,-81.4173327460317,2,1,0,0,0,100,13,100
642,63,28.474017556354,-81.4233389529865,2,1,0,0,0,0,3,0
73,62,28.5528423870968,-81.3949400806452,3,1,0,0,0,0,19,0
157,62,28.5422960483871,-81.4178546774194,3,1,0,0,0,0,14,0
291,62,28.5504263548387,-81.4064380322581,3,1,0,0,0,0,18,0
313,62,28.5283373548387,-81.419159516129,3,1,0,0,0,0,15,0
405,62,28.4972547258065,-81.4163265,2,1,0,0,0,100,14,0
432,62,28.4318212419355,-81.4031335806452,2,2,0,0,100,0,12,0
533,62,28.4728793225806,-81.4490644516129,2,1,0,0,100,0,14,0
647,62,28.5035491407609,-81.3820444278889,2,1,0,0,0,0,1,0
394,61,28.4906418835495,-81.4230012732681,2,1,100,0,100,0,16,100
468,61,28.494249012988,-81.4198111045176,2,1,100,0,100,0,18,100
530,61,28.4632076376333,-81.3995375675203,2,2,0,0,100,0,18,0
543,61,28.5187928676283,-81.3944739964589,2,1,0,0,0,100,14,0
566,61,28.4475483207473,-81.4344219592604,2,1,0,0,100,0,21,0
594,61,28.5529421663869,-81.4189297947298,2,1,0,0,0,0,3,0
652,61,28.5248782575959,-81.4073192485461,2,1,0,0,0,0,1,0
272,60,28.4731508833333,-81.4208012166667,2,1,0,0,100,0,20,0
350,60,28.5504726333333,-81.39828485,3,1,0,0,0,0,12,0
430,60,28.52603115,-81.4001532833333,3,1,0,0,0,0,16,100
447,60,28.4898648191035,-81.4215200585703,2,1,100,0,100,0,21,0
501,60,28.4421812333333,-81.4038672,2,2,0,0,0,0,13,0
640,60,28.4707104666667,-81.4315389,2,1,0,0,0,100,16,100
12,59,28.5367770677966,-81.4136136271187,3,1,0,0,0,0,12,0
238,59,28.5455177118644,-81.406624,3,1,0,0,0,0,13,0
242,59,28.4434354067797,-81.4019991016949,2,2,0,0,100,0,16,0
247,59,28.5365333050847,-81.396438338983,3,1,0,0,0,0,11,100
411,59,28.5647255762712,-81.3996667627119,3,1,0,0,0,0,12,100
519,59,28.4372610338983,-81.4347460847458,2,1,0,0,100,0,21,0
636,59,28.4310766388095,-81.4679404939036,2,1,0,0,100,0,18,0
10,58,28.5422603793103,-81.3986289827586,3,1,0,0,0,0,10,0
235,58,28.5453416551724,-81.4124641034483,3,1,0,0,0,0,12,0
309,58,28.5494315862069,-81.4121917758621,3,1,0,0,0,0,14,100
474,58,28.506436282224,-81.4164540607535,2,1,0,0,0,100,18,0
515,58,28.4891266870391,-81.4302764671977,2,1,100,0,100,0,21,0
49,57,28.5227274912281,-81.4169061403509,3,1,0,0,0,0,10,0
93,57,28.5190040526316,-81.4160283508772,3,1,0,0,0,0,10,100
179,57,28.5487450350877,-81.4180264561404,3,1,0,0,0,0,6,0
249,57,28.4441268769328,-81.4023654126468,2,2,0,0,100,0,18,100
379,57,28.5074080701754,-81.3941223157895,2,1,0,0,100,0,5,0
397,57,28.4308029122807,-81.4029125087719,2,2,0,0,0,0,14,0
426,57,28.4860214561403,-81.4110777894737,2,1,0,0,0,100,15,100
491,57,28.4323713333333,-81.4029516491228,2,2,0,0,0,0,15,100
504,57,28.5088168974609,-81.3850851964282,2,1,100,0,100,0,18,0
560,57,28.5642530175439,-81.3891195438596,2,1,0,0,100,100,17,0
591,57,28.5391084095974,-81.3762964111604,2,1,0,0,0,0,1,0
630,57,28.5052756150877,-81.3726240068421,2,1,0,0,0,0,5,0
218,56,28.4861238294643,-81.4093917846428,2,1,100,0,100,0,16,0
253,56,28.5097787086962,-81.4130585637804,2,1,100,0,100,0,11,100
295,56,28.5033826851605,-81.4285037236376,2,1,0,0,0,100,14,0
431,56,28.4536556785714,-81.4007605714286,2,2,0,0,0,0,9,0
512,56,28.5009417827923,-81.3892928123369,2,1,100,0,100,0,19,0
120,55,28.5486394181818,-81.4001096727273,3,1,0,0,0,0,14,0
330,55,28.4530611272727,-81.4062846545455,2,2,0,0,0,0,7,0
502,55,28.4593320727273,-81.3996915818182,2,2,0,0,100,0,13,0
511,55,28.5136522,-81.3761461818182,2,1,0,0,0,100,14,0
574,55,28.4951646211071,-81.3949249058143,2,1,0,0,0,100,13,0
101,54,28.5429682777778,-81.413038537037,3,1,0,0,0,0,11,100
193,54,28.5344284444444,-81.4026768888889,2,1,100,0,0,0,8,0
194,54,28.4343605185185,-81.4034203703704,2,2,0,0,0,0,12,0
232,54,28.5536130584305,-81.4060035322248,2,1,0,100,0,0,7,0
328,54,28.5474385925926,-81.4029184814815,3,1,0,0,0,0,13,0
382,54,28.4361567407407,-81.4028946296296,2,2,0,0,100,0,12,0
387,54,28.5398736111111,-81.4095711851852,3,1,0,0,0,0,14,0
437,54,28.4702794298789,-81.4263189527827,2,1,100,0,100,0,17,0
499,54,28.5240833148148,-81.3774692962963,2,1,100,0,100,0,21,0
552,54,28.5379805185185,-81.3783127777778,2,1,0,0,0,100,13,0
607,54,28.5103925505514,-81.3865595012066,2,1,0,0,0,0,2,0
633,54,28.3896066296296,-81.4819599444444,2,1,0,0,100,0,23,100
14,53,28.5388006981132,-81.4093546792453,3,1,0,0,0,0,19,0
398,53,28.4451709245283,-81.404469490566,2,2,0,0,0,0,6,0
490,53,28.4318263396226,-81.4022270377359,2,2,0,0,100,0,18,0
147,52,28.44398125,-81.4021230576923,2,2,0,0,100,0,14,100
287,52,28.5614697307692,-81.3686964038462,2,1,100,0,0,0,8,0
336,52,28.5234133942977,-81.3997134422154,2,1,0,0,100,0,4,0
380,52,28.5124074807692,-81.4113330576923,3,1,0,0,0,0,11,0
381,52,28.5507008076923,-81.4089396153846,3,1,0,0,0,0,19,0
414,52,28.5277011346154,-81.3647719230769,2,1,0,0,100,0,4,0
567,52,28.4741474423077,-81.4017522115385,2,1,0,0,0,100,18,0
578,52,28.5647153653846,-81.4149985384615,2,1,0,0,100,100,15,0
602,52,28.5252283278892,-81.4259624648588,2,1,0,0,0,0,1,100
100,51,28.5188026078431,-81.4243579803922,3,1,0,0,0,0,10,100
332,51,28.5385754117647,-81.3964066470588,3,1,0,0,0,0,13,0
386,51,28.524958372549,-81.4191846666667,3,1,0,0,0,0,14,0
450,51,28.4989080125356,-81.4161746735312,2,1,100,0,100,0,22,0
531,51,28.5611916470588,-81.4082040588235,2,1,0,0,100,100,13,100
564,51,28.4684587347299,-81.4236145256836,2,1,0,0,100,0,16,0
572,51,28.4208990784314,-81.4037509607843,2,2,0,0,100,0,18,0
573,51,28.4491799019608,-81.4003795882353,2,2,0,0,100,0,14,0
105,50,28.4805728915072,-81.4196943089177,2,1,100,0,100,0,13,0
153,50,28.53693162,-81.41490398,3,1,0,0,0,0,14,100
191,50,28.5239159668982,-81.3644247644304,2,1,0,0,100,0,20,0
256,50,28.53661584,-81.41061096,3,1,0,0,0,0,13,100
346,50,28.50948872,-81.42083212,3,1,0,0,0,0,10,0
363,50,28.54629742,-81.41645374,3,1,0,0,0,0,20,0
486,50,28.43662852,-81.40178694,2,2,0,0,100,0,12,100
488,50,28.5121428375336,-81.3882950591374,2,1,100,0,0,0,17,0
538,50,28.5053918317525,-81.3973857234516,2,1,100,0,100,0,22,100
542,50,28.5379310886286,-81.3916754043694,2,1,0,0,100,100,16,0
569,50,28.52156394,-81.39887634,2,1,0,0,0,100,18,0
595,50,28.5043205904377,-81.3558277130098,2,1,0,0,0,0,4,0
98,49,28.5292756326531,-81.4113098163265,3,1,0,0,0,0,20,100
217,49,28.5007870888573,-81.407380906007,2,1,100,0,100,0,15,0
243,49,28.5268346067897,-81.3898950061514,2,1,100,0,0,0,17,0
292,49,28.5444439387755,-81.4118926326531,3,1,0,0,0,0,19,0
362,49,28.5581631428571,-81.405258244898,3,1,0,0,0,0,13,0
429,49,28.4608627755102,-81.442058755102,2,1,0,0,100,0,11,100
478,49,28.4241963061225,-81.4040977755102,2,2,0,0,0,0,8,0
597,49,28.4495690816327,-81.4016752857143,2,2,0,0,0,0,12,100
618,49,28.4878815510204,-81.3862773877551,2,1,0,0,0,100,13,100
251,48,28.4638287708333,-81.442629875,2,1,0,0,100,0,9,100
301,48,28.523968875,-81.4261207291667,3,1,0,0,0,0,4,0
384,48,28.5343660625,-81.4275174791667,2,1,0,0,100,100,13,0
462,48,28.4864768333333,-81.4381495,2,1,0,0,100,0,5,0
493,48,28.4532099166667,-81.400116375,2,2,0,0,100,0,13,0
596,48,28.5147505112895,-81.4018606806745,2,1,0,0,0,0,6,0
252,47,28.4586958965045,-81.4237142101309,2,1,0,0,100,0,10,100
377,47,28.4473165744681,-81.4009907021277,2,2,0,0,100,0,12,0
396,47,28.5147552978723,-81.419663106383,3,1,0,0,0,0,17,100
416,47,28.4261568297872,-81.4037516595745,2,2,0,0,0,0,11,0
510,47,28.459394106383,-81.3996120638298,2,2,0,0,100,0,13,0
643,47,28.449009106383,-81.4008444042553,2,2,0,0,100,0,16,100
649,47,28.4489708510638,-81.4012454893617,2,2,0,0,100,0,15,100
154,46,28.5123144565217,-81.4298425217391,3,1,0,0,0,0,18,100
258,46,28.4885336092835,-81.4147316505854,2,1,100,0,100,0,14,100
274,46,28.4429438478261,-81.4019439130435,2,2,0,0,100,0,15,100
359,46,28.561525673913,-81.4050515434783,3,1,0,0,0,0,20,0
420,46,28.4411264347826,-81.4015358478261,2,2,0,0,0,0,8,0
466,46,28.5502830607147,-81.3763376902219,2,1,0,0,100,100,18,0
487,46,28.5524486225938,-81.3763993771759,2,1,100,0,100,0,21,0
548,46,28.4813665506526,-81.4093552302827,2,1,100,0,100,0,21,100
340,45,28.5289785555556,-81.4245536222222,2,1,100,0,0,0,7,0
348,45,28.5408816444444,-81.3707358222222,2,1,100,0,0,0,7,0
423,45,28.5205674666667,-81.4143663555556,3,1,0,0,0,0,12,0
532,45,28.4311373333333,-81.4035807555556,2,2,0,0,0,0,12,100
558,45,28.5195603777778,-81.3943001111111,2,1,0,0,0,100,13,0
637,45,28.5227289849867,-81.3830375123947,2,1,100,0,100,0,23,100
322,44,28.5065133409091,-81.3660738409091,2,1,100,0,0,0,7,0
403,44,28.5154568181818,-81.4146275,3,1,0,0,0,0,11,0
428,44,28.5228050676228,-81.387988470352,2,1,0,0,100,0,4,100
470,44,28.5433787700043,-81.4311843375659,2,1,0,0,0,100,19,0
496,44,28.5470266363636,-81.4050978863636,2,1,0,0,100,100,16,0
523,44,28.4440143863636,-81.4027813863636,2,2,0,0,0,0,9,0
575,44,28.4256455,-81.4042563181818,2,2,0,0,0,0,18,0
629,44,28.4510157272727,-81.4663493409091,2,1,0,0,0,100,22,100
651,44,28.4519359090909,-81.401829,2,2,0,0,0,0,13,100
87,43,28.5347874651163,-81.4000453953488,3,1,0,0,0,0,4,100
107,43,28.5133477330233,-81.433264362093,2,1,100,0,100,0,14,0
254,43,28.5134521913953,-81.3922624704651,2,1,100,0,100,0,12,100
318,43,28.505648046369,-81.3935479233809,2,1,0,0,0,100,18,0
393,43,28.5335765813953,-81.4117518139535,3,1,0,0,0,0,11,0
419,43,28.4740418604651,-81.4344615348837,2,1,0,0,0,100,17,100
586,43,28.458697744186,-81.4011201860465,2,2,0,0,0,0,19,100
613,43,28.4341022093023,-81.4071307906977,2,2,0,0,0,0,18,0
95,42,28.5284244761905,-81.4088536190476,2,1,100,0,0,0,12,100
267,42,28.5542934285714,-81.408701952381,2,1,0,0,100,100,14,0
369,42,28.5559223809524,-81.3827537857143,2,1,0,0,0,100,8,0
390,42,28.5310580952381,-81.4113985,3,1,0,0,0,0,19,100
505,42,28.5398916445102,-81.4000630453352,2,1,100,0,0,0,17,0
525,42,28.4832800714286,-81.4001925714286,2,1,0,0,100,0,4,0
646,42,28.4636906904762,-81.4706689761905,2,1,0,0,0,100,20,100
65,41,28.4487074114634,-81.4024790195122,2,2,100,0,100,0,8,0
115,41,28.4564137773171,-81.398338604878,2,2,100,0,100,0,7,0
368,41,28.5128519268293,-81.4009912439024,2,1,100,0,0,0,7,0
374,41,28.5302792195122,-81.4127649512195,3,1,0,0,0,0,20,0
392,41,28.5076561257094,-81.4126397071026,2,1,100,0,0,0,14,0
410,41,28.4954086097561,-81.4521611463415,2,1,100,0,0,0,8,100
520,41,28.5031120487805,-81.402134097561,2,1,100,0,100,0,20,0
526,41,28.4937838421289,-81.4346608447821,2,1,0,0,100,0,5,0
549,41,28.5350982921057,-81.3993728658897,2,1,100,0,0,0,18,0
562,41,28.4554124390244,-81.4012769512195,2,2,0,0,100,0,18,0
588,41,28.537339902439,-81.3919085365854,2,1,0,0,100,100,13,0
337,40,28.5218042,-81.41420795,3,1,0,0,0,0,20,0
460,40,28.484837825338,-81.4052550240866,2,1,100,0,100,0,11,0
464,40,28.550540875,-81.4057525,3,1,0,0,0,0,7,0
553,40,28.5564681489594,-81.4105835255984,2,1,100,0,0,0,16,0
641,40,28.552679825,-81.445753625,2,1,0,0,100,100,18,0
645,40,28.47221595,-81.4746375,2,1,0,0,100,0,21,0
650,40,28.4755779324755,-81.4319368476195,2,1,0,0,100,0,3,100
